ticker,score,last_price,strategy_count,avg_strat_return_pct,avg_strat_max_drawdown_pct,avg_strat_sharpe,avg_strat_sortino,avg_strat_calmar,avg_pl_pct_all,pl_std_dev,positive_strat_ratio,avg_trades_per_strat,avg_commission_per_strat,bh_return_pct,bh_max_drawdown_pct,bh_sharpe,top_strategies,worst_strategies
COROMANDEL,1.869652188717698,1982.0999755859375,47,21.05356386100805,6.805520426240938,1.869652188717698,2.5218890294396967,2.96435728660972,21.04710711081257,21.88342475684947,0.7659574468085106,64.72340425531915,683.000910361432,79.0851190618651,17.435262918025135,2.115678127270384,"ultimate_oscillator_strategy:73.41, information_flow_strategy:73.41, dual_thrust_strategy:69.13","zeta_potential_strategy:0.00, quantum_oscillator_strategy:0.00, phase_change_strategy:-0.64"
COFORGE,1.8406079779808457,8109.2001953125,47,17.145859557733978,7.232942402754615,1.8406079779808457,2.542905080322597,2.272992468930631,17.143833674861824,21.61972937879311,0.7659574468085106,48.191489361702125,470.32857375124667,49.652519867367964,26.37871368701467,1.2893486029405319,"ultimate_oscillator_strategy:74.24, dual_thrust_strategy:66.93, triple_moving_average_strategy:59.55","dpo_strategy:-1.84, wavelet_momentum_strategy:-4.88, keltner_channel_strategy:-12.70"
GLENMARK,1.7281879146813859,1541.050048828125,47,16.95185680649791,8.979498229938422,1.7281879146813859,2.7354347610013887,1.8102284755198128,16.94563182147411,18.057897802991604,0.7446808510638298,66.80851063829788,719.4516620067841,57.08252602321133,29.656522619246246,1.6266104319361567,"triple_moving_average_strategy:59.09, dual_thrust_strategy:54.70, ultimate_oscillator_strategy:50.36","quantum_oscillator_strategy:0.00, kauffman_efficiency_strategy:-0.25, phase_change_strategy:-1.87"
DIXON,1.6123990011127922,13179.5,47,18.3577143921001,5.952651067739998,1.6123990011127922,1.8745451126963977,2.9564604372392362,18.35255419510991,28.675055993604637,0.5957446808510638,18.829787234042552,261.5779753677693,73.65813373655124,30.945901032621563,1.4477090800070334,"triple_moving_average_strategy:114.50, adaptive_momentum_filter_strategy:90.15, vortex_indicator_strategy:73.89","zeta_potential_strategy:0.00, quantum_oscillator_strategy:0.00, schaff_trend_cycle_strategy:-5.97"
KIMS,1.6091768178282388,639.5999755859375,47,15.312877760268107,7.390648558124571,1.6091768178282388,2.4559657131869055,1.9873077966317985,15.309087250296725,16.552381815169383,0.7872340425531915,72.85106382978724,741.8881853975336,56.488543177646555,23.067030802758648,1.74993803560949,"elder_ray_strategy:64.09, information_flow_strategy:58.03, ultimate_oscillator_strategy:53.70","zeta_potential_strategy:0.00, quantum_oscillator_strategy:0.00, mass_index_strategy:-0.59"
SUVENPHAR,1.5897212997690553,1151.0,47,23.560978745584183,9.333468373452572,1.5897212997690553,2.460513728716465,2.4178839170598354,23.55524795179457,26.332180898827836,0.8085106382978723,68.97872340425532,747.7356253259537,71.86799746453931,26.90001322992643,1.6560999460575152,"information_flow_strategy:78.91, elder_ray_strategy:78.87, ultimate_oscillator_strategy:76.60","zeta_potential_strategy:0.00, quantum_oscillator_strategy:0.00, kauffman_efficiency_strategy:-1.86"
ERIS,1.5677028445359846,1417.3499755859375,47,18.21268804588836,9.01153975646734,1.5677028445359846,2.627407148406056,1.937535445496846,18.20981802044157,19.954874681355975,0.7021276595744681,67.91489361702128,722.0224496784616,67.68389628578903,24.272671232998203,1.6900800965301057,"information_flow_strategy:67.53, dual_thrust_strategy:63.73, elder_ray_strategy:63.24","mass_index_strategy:-1.68, simple_trend_reversal_strategy:-2.16, kauffman_efficiency_strategy:-6.39"
LLOYDSME,1.4813453220587696,1287.25,47,23.534381212772537,12.335938580860608,1.4813453220587696,2.0359318542230103,1.8273328991669437,23.528703803699898,25.8063898559698,0.723404255319149,73.29787234042553,783.3977434900164,114.53848036518015,33.0459104446091,1.9880957301162723,"information_flow_strategy:98.35, elder_ray_strategy:85.94, dual_thrust_strategy:67.96","mass_index_strategy:-1.53, kauffman_efficiency_strategy:-4.95, momentum_strategy:-5.73"
PAYTM,1.4616218615368402,783.4500122070312,47,31.557372114711413,13.183327678017317,1.4616218615368402,2.4884970846805876,2.2898130865157627,31.551234627595615,42.17216993782659,0.6595744680851063,64.17021276595744,700.5067588767193,92.94422749902557,34.836910168376676,1.4656755089980145,"ultimate_oscillator_strategy:124.06, dual_thrust_strategy:118.67, stochastic_momentum_strategy:110.04","relative_vigor_index_strategy:-12.45, keltner_channel_strategy:-12.74, wavelet_momentum_strategy:-15.96"
DEEPAKFERT,1.4507801122091493,1116.199951171875,47,30.284312884039654,13.440015566913502,1.4507801122091493,2.411227608211545,2.155906279424975,30.277786604163637,33.07331082729824,0.8297872340425532,70.17021276595744,804.9075841480011,115.47875684689078,34.849173696665666,1.6473424671298298,"ultimate_oscillator_strategy:110.12, information_flow_strategy:104.35, adaptive_momentum_filter_strategy:99.42","levy_distribution_strategy:0.00, complex_network_strategy:0.00, zeta_potential_strategy:0.00"
DIVISLAB,1.4278615326113253,5775.4501953125,47,12.58777820786634,5.232641796494744,1.4278615326113253,2.287543677681164,2.308477346617828,12.583955533797894,17.52601632543801,0.7021276595744681,62.276595744680854,610.8997786371758,62.8637676122687,13.526729076760166,1.9265561924508259,"ultimate_oscillator_strategy:55.98, adaptive_momentum_filter_strategy:55.98, information_flow_strategy:55.98","quantum_oscillator_strategy:0.00, fisher_transform_strategy:-0.43, kst_strategy:-3.79"
PCBL,1.3477626337437738,423.3500061035156,47,23.523045645833584,16.579839312442303,1.3477626337437738,2.2753253732426137,1.3589426712753467,23.51804384039031,28.52246871949825,0.6808510638297872,69.55319148936171,769.1986664425461,56.15648368174651,39.08414088317726,1.1619497121550448,"adaptive_channel_strategy:90.51, price_channel_strategy:82.44, kst_strategy:77.65","dpo_strategy:-10.60, keltner_channel_strategy:-15.32, wavelet_momentum_strategy:-21.74"
MAZDOCK,1.3415571676853424,2643.800048828125,47,38.90512483789157,17.20411925434643,1.3415571676853424,2.0970273512852997,2.1607469604646354,38.899557509440314,40.428640143975045,0.8085106382978723,69.12765957446808,828.9205590391765,167.36044394305983,31.477579781429515,1.7792034938606076,"volume_price_trend_strategy:151.39, information_flow_strategy:146.25, elder_ray_strategy:136.04","complex_network_strategy:0.00, zeta_potential_strategy:0.00, kauffman_efficiency_strategy:-2.03"
KAYNES,1.287216961150866,4747.35009765625,47,23.36793819552767,15.04684718108046,1.287216961150866,1.6346456950313126,1.487558029664863,23.36541332180071,30.96023177545588,0.723404255319149,61.08510638297872,622.5209427412317,70.26882570645053,47.987179383361536,1.195153003753431,"triple_moving_average_strategy:94.46, kst_strategy:94.08, ultimate_oscillator_strategy:83.74","dpo_strategy:-1.18, keltner_channel_strategy:-6.50, wavelet_momentum_strategy:-14.71"
PERSISTENT,1.2817696948504753,5513.75,47,14.185570116702252,7.234865814895172,1.2817696948504753,1.6816419374904052,1.8810150458699626,14.183687076306922,16.568810725805402,0.7021276595744681,57.46808510638298,586.4124264669218,38.71882840022616,22.94609379323831,1.0519050043211882,"triple_moving_average_strategy:53.78, dual_thrust_strategy:52.03, ultimate_oscillator_strategy:48.91","wavelet_momentum_strategy:-2.13, keltner_channel_strategy:-4.12, dpo_strategy:-5.99"
GRSE,1.2392838997253295,1685.699951171875,47,33.52525846975474,26.211050970112765,1.2392838997253295,2.219752474717409,1.2231439930337746,33.51838895703385,38.278365947080516,0.723404255319149,70.19148936170212,858.6047938258396,110.18766617290447,54.89900241473683,1.3917188136739789,"vortex_indicator_strategy:125.18, volume_price_trend_strategy:112.94, adaptive_momentum_filter_strategy:104.82","keltner_channel_strategy:-1.36, simple_trend_reversal_strategy:-5.90, quantum_oscillator_strategy:-13.99"
CHOLAHLDNG,1.221846457721754,1751.449951171875,47,17.399488734677426,12.248912599449403,1.221846457721754,1.9865408852529387,1.3619897442945597,17.393157475865145,22.860853590299925,0.6382978723404256,67.87234042553192,691.4697698714887,53.40128108479194,33.392850956742066,1.2865957848289635,"dual_thrust_strategy:69.41, triple_moving_average_strategy:67.23, elder_ray_strategy:58.56","bollinger_bands_strategy:-8.25, wavelet_momentum_strategy:-8.29, hull_moving_average_strategy:-9.23"
